STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,LABOUR_FORCE_STATUS,Labour force status,WORK_PERIOD,Work period,HOURS_TYPE,Hours type,WORKER_STATUS,Worker status,WORK_TIME_ARNGMNT,Working time arrangement,AGGREGATION_OPERATION,Aggregation operation,HOUR_BANDS,Hour bands,JOB_COVERAGE,Job coverage,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2014,,34.743,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2015,,34.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2016,,34.748,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2017,,34.659,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2018,,34.666,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2019,,34.629,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2021,,34.803,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2022,,34.735,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2023,,34.512,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2024,,34.456,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2025,,34.435,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2010,,38.318,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2011,,38.374,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2012,,38.486,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2013,,38.553,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2014,,38.674,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2015,,38.696,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2016,,38.691,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2017,,38.759,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2018,,38.85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2019,,38.898,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2020,,38.895,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2021,,38.901,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2023,,38.736,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2024,,38.556,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2025,,38.345,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2009,,30.238,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2010,,30.225,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2011,,30.197,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2012,,30.312,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2013,,30.241,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2014,,30.416,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2015,,30.396,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2016,,30.52,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2017,,30.498,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2018,,30.613,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2019,,30.616,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2021,,30.994,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2022,,30.982,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2023,,30.845,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2024,,30.844,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2025,,30.873,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2010,,36.129,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2011,,36.178,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2012,,36.232,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2013,,36.431,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2014,,36.45,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2015,,36.554,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2016,,36.583,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2017,,36.699,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2018,,36.835,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2019,,36.943,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2020,,37.125,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2021,,37.17,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2023,,36.999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2024,,36.837,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2025,,36.486,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2009,,38.961,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2010,,39.011,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2011,,39.004,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2012,,39.046,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2013,,38.825,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2014,,38.766,,A,Normal value,0,Units,1,One
