STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,LABOUR_FORCE_STATUS,Labour force status,WORK_PERIOD,Work period,HOURS_TYPE,Hours type,WORKER_STATUS,Worker status,WORK_TIME_ARNGMNT,Working time arrangement,AGGREGATION_OPERATION,Aggregation operation,HOUR_BANDS,Hour bands,JOB_COVERAGE,Job coverage,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2009,,36.147,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2022,,37.168,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2009,,38.304,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2022,,38.89,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2009,,40.371,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2022,,40.483,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1983,,38.4554886685926,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1984,,38.6078583678904,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1986,,38.3345045831243,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1987,,38.3048295758815,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1988,,38.0147623145113,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1990,,36.8344857461899,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1991,,37.3150386223126,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1992,,37.0877896185227,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1993,,36.7677722520668,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1994,,36.6213833130747,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1997,,36.3183717560904,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1998,,36.0796727251967,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1999,,35.8887938695413,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2000,,35.7926255823688,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2001,,35.4528657366653,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2002,,35.2959447195513,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2005,,34.6759324609171,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2006,,34.6291096548173,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2007,,34.6055921428199,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1979,,38.038895246269,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1982,,37.4060657319499,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1984,,37.7488060156488,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1985,,37.8604443661118,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1986,,37.8649157134256,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1987,,38.0008197324309,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1990,,38.2061211867281,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1993,,38.1033928078001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1996,,38.8484030539935,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1998,,38.99122533248,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1999,,38.9859472905047,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2000,,39.1391570919841,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2008,,38.8101655414334,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1987,,40.6645472639382,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1988,,40.3545261416574,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1990,,39.6242158224002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1991,,39.8019789623737,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1994,,39.3673012066501,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1995,,39.2918668180479,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1996,,39.6078697844436,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1997,,39.5508014650959,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1999,,39.4361843287502,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2000,,39.4752689899114,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2001,,39.20867714517,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2003,,38.7032586324161,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2005,,38.8157104614223,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2006,,38.7873867258922,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2007,,38.7393132841429,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2008,,38.8153579079937,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1982,,39.814688168722,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1984,,40.1319101548547,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1985,,40.2445750825082,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1986,,40.2157391269101,,A,Normal value,0,Units,1,One
